'text','place_name','place_full_name','place_country','screen_name'
'Update: Sao Paulo Indy 300 postponed until Monday at 9 am Eastern, live on VERSUS. ','Indiana','Indiana, US','United States','FollowAndretti'
'T ligeiro agora: http://www.alegriacompartilhada.com.br/ BAIXEM. ','Rio de Janeiro','Rio de Janeiro, Rio de Janeiro','Brasil','ForfunOficial'
'We ARE playing two new songs from the new album at all upcoming shows. Come out and lose your shit! ','Downtown','Downtown, Austin','United States','FTFDband'
'ooi gleeks. quanto tempo*-* ','Rio de Janeiro','Rio de Janeiro, Rio de Janeiro','Brasil','fuckyeahfinchel'
'Just got to the bears facility.... It was defiantly meant to be. ','Madison','Madison, WI','United States','GabeCarimi'
'Who says.. ','Sxe3o Paulo','Sxe3o Paulo, Sxe3o Paulo','Brasil','gabibarbosa'
'estou   sendo  rastreado ','Sxe3o Vicente','Sxe3o Vicente, Sxe3o Paulo','Brasil','gabrieoliveira'
'what a beautiful life ','Brasxedlia','Brasxedlia, Distrito Federal','Brasil','gabryel_matias'
'Vou por o notebook para carregar e tomar mais umas cervejas. Mais tarde eu volto. &lt;3 ','Balnexe1rio Camborixfa','Balnexe1rio Camborixfa, Santa Catarina','Brasil','gabsdk1'
'#SaibaQue eu tenho odio mortal de hackers :@ ','Sxe3o Josxe9 do Rio Preto','Sxe3o Josxe9 do Rio Preto, Sxe3o Paulo','Brasil','Garotolronia'
'@sofia_escobar What *have* you been doing, Escobar...?! ;) ','Hackney','Hackney, London','United Kingdom','gavinstenhouse'
'@PZHZGrootenboer rustige dienst toegewenst ','Hendrik-Ido-Ambacht','Hendrik-Ido-Ambacht','The Netherlands','geertmolen'
'@JackAllTimeLow LMFAO! MADE MY DAY! :P ','England','England, United Kingdom','United Kingdom','Gemziie245'
'Im at Station Duivendrecht (Stationsweg, Duivendrecht) w/ 2 others http://4sq.com/fsgeW7 ','Heemstedestraat','Heemstedestraat, Amsterdam','The Netherlands','gertjb73'
'Im at Grand Preanger Hotel (Jl. Asia Afrika 81, Bandung) w/ 2 others http://4sq.com/mdF32z ','Cirebon Barat','Cirebon Barat, Cirebon','Indonesia','giannov'
'Adoro crianas, principalmente quando choram. Porque a algum as leva embora... ','Florianxf3polis','Florianxf3polis, Santa Catarina','Brasil','giselypettry'
'A friend and I just bonded over memories of our #Amiga computers circa 1985. It did graphical tricks that todays Macs and PCs still cant. ','Space Center','Space Center, FL','United States','gmusser'
'@djOphidian  Are you playing with the Gangsta Alliance on 14-05-2011 in Rotterdam ? ','Langeweg','Langeweg, Moerdijk','The Netherlands','gordontago'
'hey marloes leuke ginger terror op mn twitter ','Groningen','Groningen, The Netherlands','The Netherlands','gothicclaudiaaa'
'  guys @fellz_evelyn @jocelynd_cia @venn_theresa http://myloc.me/jwjxo ','Central Borneo','Central Borneo, Indonesia','Indonesia','gracelyn_yessy'
'Tried to slay a nigga on the low..lol ','Elizabeth City','Elizabeth City, NC','United States','GrownAss_KiD'
'Going to bed. #Dreamville ','Port St. Lucie','Port St. Lucie, FL','United States','GS4L2013'
'@gbeuvelot yes! Thank you :-) Comment tu vas? ','Paris','Paris, Paris','France','gsempe'
'Hoje  um novo dia de um novo tempo que comeou... #FELIZ4e20. ','Sxe3o Paulo','Sxe3o Paulo, Sxe3o Paulo','Brasil','Guarizo'
'Kuyup.... @TL http://myloc.me/iWMv7 ','Cilandak','Cilandak, Jakarta Selatan','Indonesia','GueBolot'
'Dang. Just woke up from comatose. Should write now. ','Seattle','Seattle, WA','United States','gurupanguji'
'@HollyLowe what sort of chickens are they? ','England','England, United Kingdom','United Kingdom','gusunger'
'cheguei em casa agora,to sem sono total,amanha vou estudar o dia inteiro :S ','Sxe3o Paulo','Sxe3o Paulo, Sxe3o Paulo','Brasil','GuuhZanelato'
'eu sei que  longa a caminhada, mais a vitria ser de goleada!  ','Suzano','Suzano, Sxe3o Paulo','Brasil','guuuito_'
'Werken in Zoetermeer en IJmuiden, tussendoor stiekem #livestrong bespreking in Delftgauw.. :gum: @ Dtect Zoetermeer ','South Holland','South Holland','The Netherlands','gvoortman'
'@MoB4lifee holler at my boy for me. I watched the whole season of 10things I hate about you the other night ','Trumbull','Trumbull, CT','United States','gynaaa'
'On y va: op de motor naar DK ','Varde','Varde, South Denmark','Denmark','g_acda'
'Dat je naar de tram of bus tijden wilt kijken maar iemand blijft voor dat bord staan. #pleureensop #HaatJijHetOok ','The Hague','The Hague','The Netherlands','HaatJijHetOok'
'.@weltonline: Rekordfahrt schrt Hoffnung auf E-Durchbruch http://www.welt.de/article10560840 ','Ibbenbxfcren','Ibbenbxfcren, Steinfurt','Germany','hadewilde'
'@L_1212 ik zit nu ook op twitter maar voor hoe lang????? ','Hendrik-Ido-Ambacht','Hendrik-Ido-Ambacht, South Holland','The Netherlands','hallodiejo'
'ada yang putih ada yang sawo mateng RT @cumanNANYA: kulit kamu PUTIH/SAWO MATANG ? ','Kota Bandung','Kota Bandung, West Java','Indonesia','hanifana'
'Back on da southside tryin to get into some ','Atlanta','Atlanta, GA','United States','Hardheadjr1'
'@chernowa this holiday is by far the most WTF of the Christian holidays. ','Santa Monica','Santa Monica, CA','United States','harpaa01'
'Altijd al gedacht dat ik goedkoop was ;-) ','Noordenveld','Noordenveld, Drenthe','The Netherlands','HarryVeenkamp'
'@WidyDee tanda minta diganti tuh HP atau ganti operator atau ganti yang teleponnya, bosannn ','Jakarta Capital Region','Jakarta Capital Region, Indonesia','Indonesia','harry_ps'
'@93Caillou question is... are you human? :-) ','Odense','Odense, South Denmark','Denmark','Havalina'
'Jual keripik maicih loh aku sekarang beli yaa ke aku ','Cikeruh','Cikeruh, Sumedang','Indonesia','herliaherlio'
'Im at Fakultas Hukum (Universitas Indonesia, Jl. Lingkar Kampus Raya, Depok) http://4sq.com/jqE5sC ','Beji','Beji, Depok','Indonesia','heryoeanda'
'@diananggrainy uda sok-sok care, ternyata pas gue liat nicknya dana dwi satria kan pele !! Lagi ngapa DPnya mesti berduaan sih (_) ','Cibitung','Cibitung, Bekasi','Indonesia','heyHENZ'
'@elfaniameulemas jeng gua lagi di pondok ungu nih ','Jakarta Capital Region','Jakarta Capital Region, Indonesia','Indonesia','Hildaa143'
'Sat 3/5: Melissa Suen...Mon 3/7 Toni Childers come on down! Youve just won a dozen of Hokulanis most popular cupcakes! ','Makiki - Lower Punchbowl - Tantalu','Makiki - Lower Punchbowl - Tantalu, Honolulu','United States','hokulanibakery'
'Time to get my Twitter account jumpin ','Carver','Carver, Richmond','United States','HOLLIDAY1984'
'#giltcity #sxsw (@ Venue 222 w/ 60 others) http://4sq.com/esG4dU ','General Assembly','General Assembly, Manhattan','United States','HollyNY'
'Your #Birthday in the #Bible | Look up your birth date and see  what Bible verse corresponds to it http://bit.ly/fX7a9b ','Austin','Austin, TX','United States','hookemhomes'
'Hubbys football game! (@ Gowdy Field) [pic]: http://4sq.com/gdINf5 ','Columbus','Columbus, GA','United States','HouseOfAnnaM'
'I need to hang out with some people!!! ','East Lansing','East Lansing, MI','United States','howintensive'
'Soda IV pls (@ Circle K) http://4sq.com/jzZIXo ','Tucson','Tucson, AZ','United States','IamHellgirl'
'Good Morning!!! Oh okay I just woke up and my iphone screen doesnt work, does anyone know what to do in this situations? ','South Beach Luxury Hotel Penthouse','South Beach Luxury Hotel Penthouse, Miami','United States','iamyungprince'
'@ButterloveBee yupp ','Baton Rouge','Baton Rouge, LA','United States','Iam_Outspoken'
'Bday SATRIA w/ momh & many other (@ Restoran Dangau) http://4sq.com/eNfFzj ','South Borneo','South Borneo, Indonesia','Indonesia','ichaichunk'
'Lagi sakit gigi begini, iklan ditv kebanyakan tentang makanan mulu. Hedeh.. http://www.koprol.com/s/1WmrM [Like it? http://goo.gl/V4Las ] ','Gambir','Gambir, Jakarta Pusat','Indonesia','ichsan_mp'
'In Salou taking it easy :) Tonight Cocktails night in the Irish Pub! ','Binnenstad','Binnenstad, Utrecht','The Netherlands','iKriz'
'tampan mode On buzzzzz ','Setia Budi','Setia Budi, Jakarta Selatan','Indonesia','iMadputranda'
'teeeeesssssssssssssss (@ Dekanat Fakultas Ilmu Sosial dan Ilmu Politik (FISIP UNSRI)) http://4sq.com/hRkXoq ','Ilir Barat I','Ilir Barat I, Kota Palembang','Indonesia','imatkoaydiw'
'niver chega logo vlw ','Jundiaxed','Jundiaxed, Sxe3o Paulo','Brasil','imhungrry'
'AUHAUHAUAH RT @oceara    O ovo de pscoa Nooo engordaaa! Quem engorda  Voc... voc,voc,voc,voc,voc quer??? ','Sxe3o Paulo','Sxe3o Paulo, Sxe3o Paulo','Brasil','impeear'
'hello :D ','Pasar Minggu','Pasar Minggu, Jakarta Selatan','Indonesia','indirdira'
'@my room (@ Indra Atmosphere Home) http://4sq.com/gbC1i7 ','Depok','Depok, Sleman','Indonesia','indratmosphere'
'@CorbinQUE INDUSTRY Night- Artist, directors, photographers& the entertainment industry:Network Party Perform & Promote in SAV FOLLOW BAC ','Pooler-Burroughs','Pooler-Burroughs, GA','United States','IndustrySAV'
'Engak bego RT @ferlianooo: Bibirmu dower bibirmu dower @irfrankbuuh http://myloc.me/joT3U ','Tambun','Tambun, Bekasi','Indonesia','irfrankbuuh'
'#onethingiveneverdone is give a hoe a chance ','Milwaukee','Milwaukee, WI','United States','iRunzWild'
'tong error atuh. ini teh mau main game -- ','Antapani','Antapani, Cicadas','Indonesia','ismamtsynhfns'
'@iThinkImCheek Who You Talkin Bout? ','Greensboro','Greensboro, NC','United States','iThinkImLos'
'Disse uma vez um sbio, quem dorme com a bunda coando acorda com o dedo fedendo. ','Rio de Janeiro','Rio de Janeiro, Rio de Janeiro','Brasil','ItsCumplicidade'
'@Jackieeisbitchy thank GOD im not the only one who thinks george needs to STFU ','Moreno Valley','Moreno Valley, CA','United States','itsMiCiCuhh'
'Ben franks the only familiar face get money ','Newport News','Newport News, VA','United States','ItsTiz_Bitch'
'Glad you all had a good un! Gets better as well because The Vampire Diaries are on tonight! ','England','England, United Kingdom','United Kingdom','itv2'
'These Days Women Make Offers & Who The Hell Am I To Say No . . . http://myloc.me/jEylJ ','Darby Township','Darby Township, PA','United States','Izzle2Times'
'king tv - LIVE at http://bambuser.com/v/1616261 ','Little Rock','Little Rock, AR','United States','i_am_kingsley'
'Haha @JoeyRoosen, de AR-kaarten lagen gewoon op mijn nachtkastje. Wat ben ik toch ook een sloddervos :&lt; ','Veenendaal','Veenendaal, Utrecht','The Netherlands','JackiedeKorte'
'@l3ftyroxx25@NIKxDAxBIKAchik throwin the blunt yall way.. ','Houston','Houston, TX','United States','jae1013'
'Shameless, the grammys and @rrichardd_p ...Now thats what I call a great sabbath ','Winter Garden','Winter Garden, FL','United States','janelleobert'
'Support #Japan disaster relief through a 50% off OReilly Ebook or video purchase http://oreil.ly/i8l52e #japanrelief #helpjapan #redcross ','South Park','South Park, Raleigh','United States','JapanReliefInfo'
'Gmornin NYC! Breakfast time, and then off to present a seminar for a team in Campus Recruitment (on the upcoming book!). ','Manhattan','Manhattan, NY','United States','JasonWomack'
'@Haf318Alfian ','East Java','East Java, Indonesia','Indonesia','JawahirMuhammad'
'Stupid School. ','McKinley High School','McKinley High School, Honolulu','United States','JAYCEEEFF'
'Very windy K4 session at #dorneylake this morning, went down most of our 300m efforts sideways. ','Windsor and Maidenhead','Windsor and Maidenhead, Windsor and Maidenhead','United Kingdom','jboyton'
'Brasil  mesmo um pas extraordinrio. Tiririca vai para a Comissao de Educao e Cultura da Cmara dos Deputados ','Niterxf3i','Niterxf3i, Rio de Janeiro','Brasil','jdoriajr'
'Lenovo ThinkPad T410 or Toshiba R705. I cant seem to decide now! ','Wallingford','Wallingford, Seattle','United States','JeffreDodd'
'Gister was leuk bij de laak ','Nijkerk','Nijkerk, Gelderland','The Netherlands','JelleFranken033'
'eating chocolate chips yumyumm ','Springdale','Springdale, NJ','United States','jennacooke'
'Oi gente aqui e a prima dela.A gaby(dona daqui) falo para eu ficar aqui e no @gaitanlovers,porque quando ela entra aqui ela SEMPRE chora ','Sxe3o Paulo','Sxe3o Paulo, Sxe3o Paulo','Brasil','JennetteAlways'
'Im at Times Bookshop pX Pavillion (Puri Indah, Jakarta Capital Region) http://4sq.com/i7wzm0 ','Kembangan','Kembangan, Jakarta Barat','Indonesia','jennifermuliadi'
'Made it to Rio. 3rd night without sleep. Crashing @ airport hotel. Flight to Amsterdam coming up! http://4sq.com/ijYXo4 ','Rio de Janeiro','Rio de Janeiro, Rio de Janeiro','Brasil','jeroenswolfs'
'@FCjovnstalentos Oiiiiiiiiiiiiiiiiiiiii :] Flor :] ','Rio de Janeiro','Rio de Janeiro, Rio de Janeiro','Brasil','Jessica_LuAr'
'Workshop day 2 (@ Central Park w/ @jalijalilagi) http://4sq.com/jold6j ','Grogol Petamburan','Grogol Petamburan, Jakarta Barat','Indonesia','JetVeetlev'
'Hondje uit laten ','Den Bosch','Den Bosch, North Brabant','The Netherlands','Jimgudden'
'@Joan_Rivers What kind of scam are you running? ','Midtown Center','Midtown Center, New York','United States','JimmyCsaid'
'Mas  claro que o sol ( ) vai voltar amanh (x) no volta nunca mais. ','Joinville','Joinville, Santa Catarina','Brasil','jlledepressao'
'Penaltis! Obvio que o meu TIMO vai ganhar! #VaiCorinthians! ','Sxe3o Paulo','Sxe3o Paulo, Sxe3o Paulo','Brasil','JOAAORAMOS2'
'ESFIHA VAI ENTRAR EM CAMPO n ','Sxe3o Josxe9 dos Campos','Sxe3o Josxe9 dos Campos, Sxe3o Paulo','Brasil','joaovitor777'
'#philadelphia #jobs Research Clerk - Cardiology - Albert Einstein Healthcare Network -  Phi... http://bit.ly/iY9YwA http://bit.ly/c1LswN ','Jacksonville','Jacksonville, FL','United States','JobsDirectUSA'
'#Schalke - #ManchesterUnited aan het kijken. Maakt mij niet uit wie wint. #NeutraleKijker ','Hoogeveen','Hoogeveen, Drenthe','The Netherlands','Jochem_vd_Weg'
'Im at Starbucks (Vclavsk nmst 40, tpnsk, Praha) http://4sq.com/fjVYxs ','Roosdaal','Roosdaal, Halle-Vilvoorde','Belgium','jochim89'
'Is a happy happy bunny after a first date XD love this feeling :) ','Deptford','Deptford, London','United Kingdom','Jodiestandish'
'@SineadGBoys but ... but ... all my Twitter friends ... ','Louisville','Louisville, KY','United States','joeymanley'
'#nowplaying therapy - all time low. Jdi ingat dulu :( http://myloc.me/j239z ','Kelapa Gading','Kelapa Gading, Jakarta Utara','Indonesia','joey_sevilla09'
'#Jogja @akademimimpi Halo Jogja: Jangan sampai ketinggalan buat ikutan akademimimpi ya, cek di www.impian1milyar.com ','Jakarta Capital Region','Jakarta Capital Region, Indonesia','Indonesia','JogjaUpdate'
'3.5u lange stroomstoring #FML ','Bunschoten','Bunschoten, Utrecht','The Netherlands','johanneswv'
'@NW44 thank you :) ','Louisiana','Louisiana, US','United States','Johnnymeyertech'
'Busy everyday at HQ (@ Blueleaf) http://4sq.com/goFyAH ','Riverside','Riverside, Cambridge','United States','johnprendergast'
'Another interesting but fun morning at calvary chapel... jamming to maroon 5s new album ','Guaynabo','Guaynabo, PR','United States','jorgematta22'
'?? aku da kuliah masbroo panitia natal paskah kpn bro ?? RT @AndrewGasol Panitia natal dan paskah om bro RT @JosephBimantara : panitia apa m ','Tegalsari','Tegalsari, Kota Surabaya','Indonesia','JosephBimantara'
'Eai ','Sxe3o Paulo','Sxe3o Paulo, Sxe3o Paulo','Brasil','jotape_SMACK'
'Wat een dag... #pfff ','Den Bosch','Den Bosch, North Brabant','The Netherlands','joycekeh'
'Toch maar aan de Twitter! Maar eens kijken of het net verslavend als Hyves is! Tussen de trainingen door alles even uitvogelen! ','Houten','Houten','The Netherlands','JoyceRookhuizen'
'Daily my iPad 2 is fried. Apple is replacing it. (@ Apple Store) [pic]: http://4sq.com/fKQdXY ','Lakeside','Lakeside, San Francisco','United States','jtaschek'
'Checked in @ Nationals Park for the #nats vs #braves game w/ MLB.com At Bat http://atmlb.com/i676Rf ','Washington','Washington, DC','United States','JustinAVogt'
'#Dinnnering! Its like #winning but better. Best place to eat in Vail.  @ Terra Bistro http://gowal.la/c/3YmDw ','Florida','Florida, US','United States','justin_horn'
'#actieaanbieding met #pasen nu goedkoop #lastminute boeken zie http://t.co/vZ29PAC #vakantie in #winterswijk @Mirellakruis ','Winterswijk','Winterswijk, Gelderland','The Netherlands','JWKbouw'
'So tired....  Sleep @2.00 AM Hoam~ ','Central Java','Central Java, Indonesia','Indonesia','J_Agung'
'haha the places thing fails :L IM NOT IN MRE OG ROMSDAL. ','xc5lesund','xc5lesund, Mxf8re og Romsdal','Norway','Karnoffeldotcom'
'at que enfim o twitter acertou aonde eu moro kkkkk ','Biguaxe7u','Biguaxe7u, Santa Catarina','Brasil','karolinidelima'
'Mandarin. Wo ai ni ai zhe ni :D (@ Ruang 303 SMAN 78) http://4sq.com/eplTON ','SMUN 78','SMUN 78, Kebon Jeruk','Indonesia','kartikaloveiro'
'http://www.youtube.com/watch?v=p52U-Qar7y8 ','San Marcos','San Marcos, TX','United States','katyhopper2010'
'Oooff &lt;3 loving this morninggg ! Ahhh schook, workout seshh *  then LADYGAGA VIP MONSTER PAVKAGE HERE I COME ! ^.^ ','Pembroke Pines','Pembroke Pines, FL','United States','kbaexo'
'With my mama. (@ Taco Cabana) http://4sq.com/fQ32cH ','San Antonio','San Antonio, TX','United States','kcakess'
'The Friday night boys did the music industry and humanity a favor by breaking up #musicsucks ','Morris','Morris, NJ','United States','kellybearRAWR'
'at home without AC and thinking cool thoughts ','Waldorf','Waldorf, MD','United States','KianaD_Robinson'
'Jus got the fresh line at the barbershop....goin down this weekend n jackson ','Hillsdale','Hillsdale, Mobile','United States','Killablx'
'I have two songs on my bands page killers like kandi!! You guys should go check it out!  www.myspace.com/kandicekmp ','Tower District','Tower District, Fresno','United States','kmprocks'
'18 Uhr und ich bin noch nicht Mde, glaube ich habe den Tokio Trip ohne Jetlag berstanden :) ','Gundeldingen','Gundeldingen, Basle','Switzerland','kommi'
'I just ousted @skinnymoo_co as the mayor of Briki Cafe Bar on @foursquare! http://4sq.com/akESZx ','Greece','Greece','Greece','komo_dino'
'Im at Krshegyi Vlgyhd (Krshegy, Krshegy) http://4sq.com/hd9Hdo ','Budapest','Budapest, Budapest','Hungary','Koronix'
'Seafood pasta + a thought -- why wouldnt Foursquare prompt me to upload a photo now + handle the workflow? http://4sq.com/dIa64U ','Los Angeles','Los Angeles, CA','United States','kristathomas'
'RT @_laKIAH Shidd who cant is you givin it up lol ','Hampton','Hampton, VA','United States','KToney0_o'
'Burrito Time  @ Chipotle Mexican Grill http://instagr.am/p/BCABk/ ','San Luis Obispo','San Luis Obispo, CA','United States','kverb'
'Any LAS VEGAS suggestions for pho or ramen?? ','Las Vegas','Las Vegas, NV','United States','LacyannLove'
'Dengerin @deastika @FadiaDelusion mengudara. Lg pd ngedengerin jg kan? (@ 89.7 Global Radio Bandung) http://4sq.com/hlfUjK ','Batununggal','Batununggal, Kota Bandung','Indonesia','lalitappa'
'@laura_clarkex Thanks 4 the message Laura!  I listened to ur youtube video and you are an extremely talented lady!  Hope u have a great day! ','Scottsdale','Scottsdale, AZ','United States','LarryDevine'
'@NinaLeighModel @lbcarpentry wouldnt worry to much I aint got a clue what Im doing ','North Devon','North Devon, Devon','United Kingdom','lbcarpentry'
'Bec Applebees Oh Mary at the Pleasance , Islington this week http://www.pleasance.co.uk/islington/events/bec-applebee-presents-oh-mary ','Wiltshire','Wiltshire, Wiltshire','United Kingdom','leachpottery'
'@marlismarques na ABC!! ','Sxe3o Paulo','Sxe3o Paulo, Sxe3o Paulo','Brasil','LeehPM_'
'naamorada dele aqui, s pra deixar bem claro que eu te amo demaaaaais meu beb e que pra mim a vida no tem mais graa sem voc, hoje em  + ','Rio de Janeiro','Rio de Janeiro, Rio de Janeiro','Brasil','leeozago'
'Im at Starbucks Coffee (46 Jalan USJ 10/1D, Subang Jaya) http://4sq.com/j6LyxD ','Damansara','Damansara, Petaling','Malaysia','leeyewsheng'
'Gowesss with udin n lya :D (@ Pantai Losari w/ 3 others) http://4sq.com/dUWpjx ','Panakkukang','Panakkukang, Kota Makasar','Indonesia','lelyhadriani'
'Pulang Tango aah ','Jakarta Capital Region','Jakarta Capital Region, Indonesia','Indonesia','lemonth3'
'Curtindo um Linkin Park , faz tempo que eu no curto - ','Dourados','Dourados, Mato Grosso do Sul','Brasil','LeooSoares_'
'I just became the mayor of Dixon Correctional Center on @foursquare! http://4sq.com/hwinyN ','Dixon','Dixon, IL','United States','Leslie_Wallace'
'Na een dagjepretpark even eten! (@ Luna eten & drinken) http://4sq.com/kpUPHE ','Sittard-Geleen','Sittard-Geleen, Limburg','The Netherlands','Levi89'
'Platinum Workshop - day three.. (@ Solusi Romansa Headquarters) http://4sq.com/lfgO6r ','Kebon Jeruk','Kebon Jeruk, Jakarta Barat','Indonesia','lexdepraxis'
'Hello... Bye... ','Sxe3o Paulo','Sxe3o Paulo, Sxe3o Paulo','Brasil','LGFrasca'
'Is what is going on in Egypt likely to happen to any East African country any time soon ? Which country ?Want a guess ? ','Clinton','Clinton, New York','United States','LGtwits'
'Uber stoer mann. Xd http://t.co/E7FH0Zq ','Vianen','Vianen, Utrecht','The Netherlands','LiaMjuuboy'
'toda vez que venho pra c, minha irm vem tambm. Se a gente no dormisse no mesmo quarto, eu acharia que ela t me perseguindo ','Patos de Minas','Patos de Minas, Minas Gerais','Brasil','lilborg'
'Sooooo bored and sick FML :( ','Ventnor City','Ventnor City, NJ','United States','lillyyaheard'
'New Event: The Money Breakthrough Method: 3 Keys to Effortlessly Make More Money, Keep More of the Money You do Make... http://bit.ly/iUCW4U ','West Lafayette','West Lafayette, IN','United States','linkedinevents'
'Follow @Rinasapitri @Ordinary_riri @Primceee @sashiika @arrahmarahma  http://myloc.me/jA1Lt ','East Borneo','East Borneo, Indonesia','Indonesia','ListenMyMind'
'See I told you there was charva chic knocking about today! http://plixi.com/p/72797987 ','Allandale','Allandale, Austin','United States','littlecomets'
'im gunna make my 565 tweet look cute because @elliegoulding is in it &gt;.&lt; xxx ','Dover','Dover, Kent','United Kingdom','LittleGouldings'
'Bon, vu que demain cest le mariage de Willy et Kate, serait-ce possible que les tudiants dAnglais naient pas cours ce jour-l? *rve* ','Paris','Paris, Paris','France','LittleMsClumsy_'
'@ronnaroadie ELA ESCREveu so far away e eu fiz a caveira do avenged *__* ','Osasco','Osasco, Sxe3o Paulo','Brasil','liz_porcelain'
'Brb ganti baju http://myloc.me/jIk4T ','Jagakarsa','Jagakarsa, Jakarta Selatan','Indonesia','lolalolalolaa'
'@PidDW aye ','City of Edinburgh','City of Edinburgh, City of Edinburgh','United Kingdom','LouisWaterson'
'I just got a haircut and at the end the stylist said, Oh, you look younger.  I wasnt aware I looked old before the maintenance trim.  :( ','Yucaipa','Yucaipa, CA','United States','LovesToBeLost'
'cheguei agora aqui na casa do Leozinho ','Tapiratiba','Tapiratiba, Sxe3o Paulo','Brasil','LucTortela'
'@Gubrunetti falei um poquinho :x ','Curitiba','Curitiba, Paranxe1','Brasil','lukhasl'
'Im at SMPN 1 Surabaya (Jalan Pacar 4-6, Surabaya) http://4sq.com/mkkP7d ','Genteng','Genteng, Kota Surabaya','Indonesia','lutfiaramadina'
'obat batuk? ya samsoe ','Cicendo','Cicendo, Kota Bandung','Indonesia','lutfichair'
'@syedmikael emel tu untk ape? sume rakyat malaysia wajib ke kene gne emel tu? ','Kuala Lumpur','Kuala Lumpur, Kuala Lumpur Federal Territory','Malaysia','LuthfiahHanunah'
'@riquinho_cat seguindo , segue de volta ? #UnioDoTwitterSegueEuSigoDeVolta ','Belo Horizonte','Belo Horizonte, Minas Gerais','Brasil','Luumoraes'
'-18   ','Jekaterinenburg','Jekaterinenburg, Jekaterinenburg','Russia','Lyagushko'
'@IrisRosman ben ik ook:D ','Graafstroom','Graafstroom','The Netherlands','maaikeligterink'
'Romans 6:3-4  Do you not know that all of us who have been baptized into Christ Jesus were baptized into hi #Bible h p://j.mp/i0UAFc ','Yuba City','Yuba City, CA','United States','MadMachX'
'I just ousted @ryantwhite as the mayor of Three Flavors on @foursquare! http://4sq.com/dhNDj2 ','Three Flavors','Three Flavors, Mobile','United States','magick823'
'Life Decisions ... http://lockerz.com/s/98778195 ','Arlington','Arlington, TX','United States','MAG_OPUS'
'Humm gatinhas http://t.co/5mtDh6j ','Sxe3o Paulo','Sxe3o Paulo, Sxe3o Paulo','Brasil','mahnishimori'
'     benvenuto.su ','Moscow','Moscow, Moscow','Russia','makharadze'
',   !    !   ,   !  40 ! ','u0421u0430u043du043au0442-u041fu0435u0442u0435u044','u0421u0430u043du043au0442-u041fu0435u0442u0435u044','u0420u043eu0441u0441u0438u044f','malafeev16'
'Aktifkan Ringtone kece ini : payapayapaya by Najib tekan *900*9291# ','Bandung Wetan','Bandung Wetan, Kota Bandung','Indonesia','mamadquotes'
'Stay classy. Night, baby. :p ','East Pennsboro','East Pennsboro, PA','United States','MamaJiggles'
'@mx510 @arsyan hohoho. Awal btol? Tdo saner ker? ','Putrajaya','Putrajaya, Putrajaya','Malaysia','mamatcyber'
'Im at Gedung B, Lantai 6 Widyatama (Cikutra, Jl.Cikutra no 204A, Bandung) http://4sq.com/lGpKat ','Cibeunying Kidul','Cibeunying Kidul, Kota Bandung','Indonesia','MangGress'
'http://flic.kr/p/9vJah1 ','Balnexe1rio Camborixfa','Balnexe1rio Camborixfa, Santa Catarina','Brasil','marceladpv'
'KIKO, NO SE MISTURE COM ESSA GENITLIA! ','Sxe3o Paulo','Sxe3o Paulo, Sxe3o Paulo','Brasil','marie_matt'
'W @AnnissaSF (@ Surabi Imut) http://4sq.com/kcFBJI ','Cicendo','Cicendo, Kota Bandung','Indonesia','marinoaprialdo'
'Feest?! (@ Brasserie Park) http://4sq.com/iUiWEU ','Brasserie Vooraf En Toe','Brasserie Vooraf En Toe, Leiden','The Netherlands','marjocorn'
'Im at 7-Eleven (Syahdan (Pertigaan Binus University), Jalan KH Syahdan No. 1 Kemanggisan / Palmerah, Jakarta Barat) http://4sq.com/lZ0mor ','Kebon Jeruk','Kebon Jeruk, Jakarta Barat','Indonesia','marsianainggita'
'Terras in de zon (@ De.Palm) [pic]: http://4sq.com/jGwEGM ','Den Bosch','Den Bosch','The Netherlands','martijnd'
'RT @debbie25962 @alfiryd @Scribble1978 @letsoara @CristhianGerman @wstein @Celopensador @Professor_adail @iQueenP must follow to be followed ','Bloemfontein','Bloemfontein, Free State','South Africa','mastaleon1'
'@andradevini aff nao reclama de 5% de desconto.. melhor que aqueles computadores parcelados em 60 vidas, sem juros, e depois... ','Florianxf3polis','Florianxf3polis, Santa Catarina','Brasil','mateusaraujo__'
'pro soccer coming to st aug! read my article in the gargoyle! http://gargoyle.flagler.edu/2010/03/professional-soccer-coming-to-flagler/ ','St. Augustine','St. Augustine, FL','United States','mattosterhouse'
'Eclipse at the drive in......cant wait...only 18 minutes.... ','Dorrance','Dorrance, PA','United States','mbridgetj'
'    .     . ,       2012 .  ','Moscow','Moscow, Russia','Russia','MedvedevRussia'
'Im at Lapangan Tenis Korem (Bintara depan korem, Pekanbaru) http://4sq.com/hPYLz0 ','Rumbai','Rumbai, Kota Pekan Baru','Indonesia','melidasuryani'
'Eheheh (@ Eden San Diego w/ 2 others) http://4sq.com/ja4Wve ','San Diego','San Diego, CA','United States','Meli_Molina'
'I kinda wish #Melo was still with the #Nuggets. This is a fun team to watch. I really miss rooting for them. #GoNuggets!!! #NBA #PLAYOFFS ','Bartlett','Bartlett, TN','United States','memphischad'
'sunny -&gt; cloudy  temperature down 73F -&gt; 71F ','Cocoa Beach','Cocoa Beach, FL','United States','MerrittIslandFL'
